EVENT,BOUT,FIGHTER,KD,SIG.STR._L,SIG.STR._A,TOTAL STR._L,TOTAL STR._A,TD_L,TD_A,SUB.ATT,REV.,CTRL_sec,BOUT_N,FIGHTER_N,EVENT_N,RESULT,WEIGHTCLASS,METHOD,ROUND_END,TIME_END,TIME FORMAT,REFEREE,DETAILS,URL,GLOVE_WINDOW
UFC Fight Night: Edwards vs. Brady,Marcin Tybura vs. Mick Parkin,Marcin Tybura,0,61,155,64,158,1,2,0,0,61,Marcin Tybura vs. Mick Parkin,Marcin Tybura,UFC Fight Night: Edwards vs. Brady,W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Darryl Ransom 28 - 29.Chris Lee 28 - 29.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/dd229687cb62c871,3
UFC Fight Night: Edwards vs. Brady,Marcin Tybura vs. Mick Parkin,Mick Parkin,0,60,145,102,192,1,1,0,0,223,Marcin Tybura vs. Mick Parkin,Mick Parkin,UFC Fight Night: Edwards vs. Brady,L,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Darryl Ransom 28 - 29.Chris Lee 28 - 29.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/dd229687cb62c871,3
UFC Fight Night: Edwards vs. Brady,Christian Leroy Duncan vs. Andrey Pulyaev,Andrey Pulyaev,0,18,55,36,78,0,4,0,0,109,Christian Leroy Duncan vs. Andrey Pulyaev,Andrey Pulyaev,UFC Fight Night: Edwards vs. Brady,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30.Clemens Werner 27 - 30.Anders Ohlsson 26 - 30.,http://ufcstats.com/fight-details/8af2b589d5e9c1ae,3
UFC Fight Night: Edwards vs. Brady,Christian Leroy Duncan vs. Andrey Pulyaev,Christian Leroy Duncan,0,73,141,116,187,0,2,0,0,336,Christian Leroy Duncan vs. Andrey Pulyaev,Christian Leroy Duncan,UFC Fight Night: Edwards vs. Brady,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30.Clemens Werner 27 - 30.Anders Ohlsson 26 - 30.,http://ufcstats.com/fight-details/8af2b589d5e9c1ae,3
UFC Fight Night: Edwards vs. Brady,Shauna Bannon vs. Puja Tomar,Puja Tomar,1,36,72,38,74,0,0,0,0,67,Shauna Bannon vs. Puja Tomar,Puja Tomar,UFC Fight Night: Edwards vs. Brady,L,Women's Strawweight Bout,Submission ,2,3:22,3 Rnd (5-5-5),Lukasz Bosacki,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/a693622ad8c0d672,3
UFC Fight Night: Edwards vs. Brady,Shauna Bannon vs. Puja Tomar,Shauna Bannon,0,52,104,64,117,0,0,2,0,59,Shauna Bannon vs. Puja Tomar,Shauna Bannon,UFC Fight Night: Edwards vs. Brady,W,Women's Strawweight Bout,Submission ,2,3:22,3 Rnd (5-5-5),Lukasz Bosacki,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/a693622ad8c0d672,3
UFC Fight Night: Edwards vs. Brady,Nathan Fletcher vs. Caolan Loughran,Caolan Loughran,0,30,84,65,128,6,12,0,0,358,Nathan Fletcher vs. Caolan Loughran,Caolan Loughran,UFC Fight Night: Edwards vs. Brady,W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 28 - 29.Anders Ohlsson 29 - 28.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/1b02588149d126bf,3
UFC Fight Night: Edwards vs. Brady,Nathan Fletcher vs. Caolan Loughran,Nathan Fletcher,0,59,100,114,158,1,7,0,0,254,Nathan Fletcher vs. Caolan Loughran,Nathan Fletcher,UFC Fight Night: Edwards vs. Brady,L,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 28 - 29.Anders Ohlsson 29 - 28.Vito Paolillo 28 - 29.,http://ufcstats.com/fight-details/1b02588149d126bf,3
UFC Fight Night: Edwards vs. Brady,Guram Kutateladze vs. Kaue Fernandes,Guram Kutateladze,0,29,71,36,81,0,5,0,0,5,Guram Kutateladze vs. Kaue Fernandes,Guram Kutateladze,UFC Fight Night: Edwards vs. Brady,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Darryl Ransom 27 - 30.David Lethaby 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/265dbd9be8caa7de,3
UFC Fight Night: Edwards vs. Brady,Guram Kutateladze vs. Kaue Fernandes,Kaue Fernandes,2,79,149,79,149,2,2,0,0,103,Guram Kutateladze vs. Kaue Fernandes,Kaue Fernandes,UFC Fight Night: Edwards vs. Brady,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Darryl Ransom 27 - 30.David Lethaby 27 - 30.Clemens Werner 27 - 30.,http://ufcstats.com/fight-details/265dbd9be8caa7de,3
UFC Fight Night: Vettori vs. Dolidze 2,Marvin Vettori vs. Roman Dolidze,Marvin Vettori,0,111,220,112,221,0,0,0,0,0,Marvin Vettori vs. Roman Dolidze,Marvin Vettori,UFC Fight Night: Vettori vs. Dolidze 2,L,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 46 - 49.Derek Cleary 46 - 49.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/67f7163e536d62e2,3
UFC Fight Night: Vettori vs. Dolidze 2,Marvin Vettori vs. Roman Dolidze,Roman Dolidze,0,141,338,141,340,0,1,0,0,15,Marvin Vettori vs. Roman Dolidze,Roman Dolidze,UFC Fight Night: Vettori vs. Dolidze 2,W,Middleweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 46 - 49.Derek Cleary 46 - 49.Sal D'amato 46 - 49.,http://ufcstats.com/fight-details/67f7163e536d62e2,3
UFC Fight Night: Vettori vs. Dolidze 2,Chidi Njokuani vs. Elizeu Zaleski dos Santos,Chidi Njokuani,1,46,87,46,88,0,0,0,0,10,Chidi Njokuani vs. Elizeu Zaleski dos Santos,Chidi Njokuani,UFC Fight Night: Vettori vs. Dolidze 2,W,Welterweight Bout,KO/TKO ,2,2:19,3 Rnd (5-5-5),Mark Smith,Knee to Head In Clinch ,http://ufcstats.com/fight-details/c83133ee114945ed,3
UFC Fight Night: Vettori vs. Dolidze 2,Chidi Njokuani vs. Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,0,17,49,19,54,1,5,0,0,74,Chidi Njokuani vs. Elizeu Zaleski dos Santos,Elizeu Zaleski dos Santos,UFC Fight Night: Vettori vs. Dolidze 2,L,Welterweight Bout,KO/TKO ,2,2:19,3 Rnd (5-5-5),Mark Smith,Knee to Head In Clinch ,http://ufcstats.com/fight-details/c83133ee114945ed,3
UFC Fight Night: Vettori vs. Dolidze 2,Alexander Hernandez vs. Kurt Holobaugh,Alexander Hernandez,0,59,149,87,186,4,5,0,0,399,Alexander Hernandez vs. Kurt Holobaugh,Alexander Hernandez,UFC Fight Night: Vettori vs. Dolidze 2,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Eric Colon 27 - 30.Mike Bell 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/d8f40b82364b6411,3
UFC Fight Night: Vettori vs. Dolidze 2,Alexander Hernandez vs. Kurt Holobaugh,Kurt Holobaugh,0,71,171,106,215,0,0,1,0,32,Alexander Hernandez vs. Kurt Holobaugh,Kurt Holobaugh,UFC Fight Night: Vettori vs. Dolidze 2,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Eric Colon 27 - 30.Mike Bell 28 - 29.Bryan Miner 28 - 29.,http://ufcstats.com/fight-details/d8f40b82364b6411,3
UFC Fight Night: Vettori vs. Dolidze 2,Da'Mon Blackshear vs. Cody Gibson,Cody Gibson,0,45,71,53,82,1,5,0,0,162,Da'Mon Blackshear vs. Cody Gibson,Cody Gibson,UFC Fight Night: Vettori vs. Dolidze 2,L,Bantamweight Bout,Submission ,2,4:09,3 Rnd (5-5-5),Chris Tognoni,Kimura From Side Control ,http://ufcstats.com/fight-details/ab1aa23060d4e87b,3
UFC Fight Night: Vettori vs. Dolidze 2,Da'Mon Blackshear vs. Cody Gibson,Da'Mon Blackshear,0,13,39,46,74,0,1,3,1,212,Da'Mon Blackshear vs. Cody Gibson,Da'Mon Blackshear,UFC Fight Night: Vettori vs. Dolidze 2,W,Bantamweight Bout,Submission ,2,4:09,3 Rnd (5-5-5),Chris Tognoni,Kimura From Side Control ,http://ufcstats.com/fight-details/ab1aa23060d4e87b,3
UFC Fight Night: Vettori vs. Dolidze 2,Diyar Nurgozhay vs. Brendson Ribeiro,Brendson Ribeiro,1,28,58,29,60,0,1,1,1,14,Diyar Nurgozhay vs. Brendson Ribeiro,Brendson Ribeiro,UFC Fight Night: Vettori vs. Dolidze 2,W,Light Heavyweight Bout,Submission ,2,1:28,3 Rnd (5-5-5),Herb Dean,Kimura From Bottom Side Control ,http://ufcstats.com/fight-details/e56403718205b494,3
UFC Fight Night: Vettori vs. Dolidze 2,Diyar Nurgozhay vs. Brendson Ribeiro,Diyar Nurgozhay,0,17,39,20,42,2,2,0,0,49,Diyar Nurgozhay vs. Brendson Ribeiro,Diyar Nurgozhay,UFC Fight Night: Vettori vs. Dolidze 2,L,Light Heavyweight Bout,Submission ,2,1:28,3 Rnd (5-5-5),Herb Dean,Kimura From Bottom Side Control ,http://ufcstats.com/fight-details/e56403718205b494,3
UFC Fight Night: Vettori vs. Dolidze 2,SeungWoo Choi vs. Kevin Vallejos,Kevin Vallejos,1,14,27,26,39,0,0,0,0,5,SeungWoo Choi vs. Kevin Vallejos,Kevin Vallejos,UFC Fight Night: Vettori vs. Dolidze 2,W,Featherweight Bout,KO/TKO ,1,3:09,3 Rnd (5-5-5),Kerry Hatley,Punches to Head On Ground ,http://ufcstats.com/fight-details/36db86c39ed09997,3
UFC Fight Night: Vettori vs. Dolidze 2,SeungWoo Choi vs. Kevin Vallejos,SeungWoo Choi,0,16,44,16,44,0,0,0,0,0,SeungWoo Choi vs. Kevin Vallejos,SeungWoo Choi,UFC Fight Night: Vettori vs. Dolidze 2,L,Featherweight Bout,KO/TKO ,1,3:09,3 Rnd (5-5-5),Kerry Hatley,Punches to Head On Ground ,http://ufcstats.com/fight-details/36db86c39ed09997,3
UFC Fight Night: Vettori vs. Dolidze 2,Waldo Cortes-Acosta vs. Ryan Spann,Ryan Spann,0,23,86,24,87,0,2,0,0,5,Waldo Cortes-Acosta vs. Ryan Spann,Ryan Spann,UFC Fight Night: Vettori vs. Dolidze 2,L,Heavyweight Bout,KO/TKO ,2,4:48,3 Rnd (5-5-5),Mark Smith,Punches to Head From Guard ,http://ufcstats.com/fight-details/74bc22b367cca118,3
UFC Fight Night: Vettori vs. Dolidze 2,Waldo Cortes-Acosta vs. Ryan Spann,Waldo Cortes-Acosta,1,66,111,77,123,0,1,0,0,57,Waldo Cortes-Acosta vs. Ryan Spann,Waldo Cortes-Acosta,UFC Fight Night: Vettori vs. Dolidze 2,W,Heavyweight Bout,KO/TKO ,2,4:48,3 Rnd (5-5-5),Mark Smith,Punches to Head From Guard ,http://ufcstats.com/fight-details/74bc22b367cca118,3
UFC Fight Night: Vettori vs. Dolidze 2,SuYoung You vs. AJ Cunningham,AJ Cunningham,0,16,52,19,55,0,0,1,0,0,SuYoung You vs. AJ Cunningham,AJ Cunningham,UFC Fight Night: Vettori vs. Dolidze 2,L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Chris Leben 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/29d9c5a3f2b78903,3
UFC Fight Night: Vettori vs. Dolidze 2,SuYoung You vs. AJ Cunningham,SuYoung You,0,18,32,77,96,5,10,1,0,474,SuYoung You vs. AJ Cunningham,SuYoung You,UFC Fight Night: Vettori vs. Dolidze 2,W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 27 - 30.Chris Leben 27 - 30.Tony Weeks 27 - 30.,http://ufcstats.com/fight-details/29d9c5a3f2b78903,3
UFC Fight Night: Vettori vs. Dolidze 2,Carlos Vera vs. Josias Musasa,Carlos Vera,1,16,24,18,26,0,2,2,0,14,Carlos Vera vs. Josias Musasa,Carlos Vera,UFC Fight Night: Vettori vs. Dolidze 2,W,Bantamweight Bout,Submission ,1,3:16,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/cb3eb07b7152366e,3
UFC Fight Night: Vettori vs. Dolidze 2,Carlos Vera vs. Josias Musasa,Josias Musasa,0,13,31,13,31,0,1,0,0,10,Carlos Vera vs. Josias Musasa,Josias Musasa,UFC Fight Night: Vettori vs. Dolidze 2,L,Bantamweight Bout,Submission ,1,3:16,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke ,http://ufcstats.com/fight-details/cb3eb07b7152366e,3
UFC Fight Night: Vettori vs. Dolidze 2,Stephanie Luciano vs. Sam Hughes,Sam Hughes,0,76,152,146,233,3,8,1,0,261,Stephanie Luciano vs. Sam Hughes,Sam Hughes,UFC Fight Night: Vettori vs. Dolidze 2,W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Sal D'amato 29 - 28.Derek Cleary 27 - 29.,http://ufcstats.com/fight-details/5fa6543868367f4b,3
UFC Fight Night: Vettori vs. Dolidze 2,Stephanie Luciano vs. Sam Hughes,Stephanie Luciano,0,82,251,101,273,1,2,0,0,75,Stephanie Luciano vs. Sam Hughes,Stephanie Luciano,UFC Fight Night: Vettori vs. Dolidze 2,L,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Sal D'amato 29 - 28.Derek Cleary 27 - 29.,http://ufcstats.com/fight-details/5fa6543868367f4b,3
UFC Fight Night: Vettori vs. Dolidze 2,Daniel Barez vs. Andre Lima,Andre Lima,0,108,159,161,220,2,2,1,0,290,Daniel Barez vs. Andre Lima,Andre Lima,UFC Fight Night: Vettori vs. Dolidze 2,W,Flyweight Bout,Submission ,3,3:05,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/5d8af316413ea2f7,3
UFC Fight Night: Vettori vs. Dolidze 2,Daniel Barez vs. Andre Lima,Daniel Barez,0,33,79,34,80,1,5,0,0,17,Daniel Barez vs. Andre Lima,Daniel Barez,UFC Fight Night: Vettori vs. Dolidze 2,L,Flyweight Bout,Submission ,3,3:05,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/5d8af316413ea2f7,3
UFC Fight Night: Vettori vs. Dolidze 2,Josiane Nunes vs. Priscila Cachoeira,Josiane Nunes,0,31,67,31,67,0,1,0,0,0,Josiane Nunes vs. Priscila Cachoeira,Josiane Nunes,UFC Fight Night: Vettori vs. Dolidze 2,L,Women's Bantamweight Bout,KO/TKO ,1,2:46,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/1c62a7444808d97f,3
UFC Fight Night: Vettori vs. Dolidze 2,Josiane Nunes vs. Priscila Cachoeira,Priscila Cachoeira,1,37,76,39,78,0,0,0,0,2,Josiane Nunes vs. Priscila Cachoeira,Priscila Cachoeira,UFC Fight Night: Vettori vs. Dolidze 2,W,Women's Bantamweight Bout,KO/TKO ,1,2:46,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/1c62a7444808d97f,3
UFC Fight Night: Vettori vs. Dolidze 2,Yuneisy Duben vs. Carli Judice,Carli Judice,1,17,43,19,45,0,0,0,0,2,Yuneisy Duben vs. Carli Judice,Carli Judice,UFC Fight Night: Vettori vs. Dolidze 2,W,Women's Flyweight Bout,KO/TKO ,1,1:40,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance ,http://ufcstats.com/fight-details/a8f8245096eaf0cd,3
UFC Fight Night: Vettori vs. Dolidze 2,Yuneisy Duben vs. Carli Judice,Yuneisy Duben,0,14,41,14,41,0,0,0,0,0,Yuneisy Duben vs. Carli Judice,Yuneisy Duben,UFC Fight Night: Vettori vs. Dolidze 2,L,Women's Flyweight Bout,KO/TKO ,1,1:40,3 Rnd (5-5-5),Mark Smith,Kick to Head At Distance ,http://ufcstats.com/fight-details/a8f8245096eaf0cd,3
UFC 313: Pereira vs. Ankalaev,Alex Pereira vs. Magomed Ankalaev,Alex Pereira,0,76,137,97,159,0,1,0,0,0,Alex Pereira vs. Magomed Ankalaev,Alex Pereira,UFC 313: Pereira vs. Ankalaev,L,UFC Light Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 46 - 49.Derek Cleary 47 - 48.Mike Bell 47 - 48.,http://ufcstats.com/fight-details/9e05fe95a4fc63bc,3
UFC 313: Pereira vs. Ankalaev,Alex Pereira vs. Magomed Ankalaev,Magomed Ankalaev,0,94,180,127,224,0,12,0,0,342,Alex Pereira vs. Magomed Ankalaev,Magomed Ankalaev,UFC 313: Pereira vs. Ankalaev,W,UFC Light Heavyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 46 - 49.Derek Cleary 47 - 48.Mike Bell 47 - 48.,http://ufcstats.com/fight-details/9e05fe95a4fc63bc,3
UFC 313: Pereira vs. Ankalaev,Justin Gaethje vs. Rafael Fiziev,Justin Gaethje,1,72,134,98,163,0,3,0,0,92,Justin Gaethje vs. Rafael Fiziev,Justin Gaethje,UFC 313: Pereira vs. Ankalaev,W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/a2f31cf3a28a7730,3
UFC 313: Pereira vs. Ankalaev,Justin Gaethje vs. Rafael Fiziev,Rafael Fiziev,0,68,119,81,134,2,2,0,0,40,Justin Gaethje vs. Rafael Fiziev,Rafael Fiziev,UFC 313: Pereira vs. Ankalaev,L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 28 - 29.Chris Lee 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/a2f31cf3a28a7730,3
UFC 313: Pereira vs. Ankalaev,Jalin Turner vs. Ignacio Bahamondes,Ignacio Bahamondes,0,10,16,17,23,0,1,1,0,0,Jalin Turner vs. Ignacio Bahamondes,Ignacio Bahamondes,UFC 313: Pereira vs. Ankalaev,W,Lightweight Bout,Submission ,1,2:29,3 Rnd (5-5-5),Mark Smith,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/a3cd6a65aaa9f104,3
UFC 313: Pereira vs. Ankalaev,Jalin Turner vs. Ignacio Bahamondes,Jalin Turner,0,7,20,11,25,0,0,0,0,103,Jalin Turner vs. Ignacio Bahamondes,Jalin Turner,UFC 313: Pereira vs. Ankalaev,L,Lightweight Bout,Submission ,1,2:29,3 Rnd (5-5-5),Mark Smith,Triangle Choke From Bottom Guard ,http://ufcstats.com/fight-details/a3cd6a65aaa9f104,3
UFC 313: Pereira vs. Ankalaev,Amanda Lemos vs. Iasmin Lucindo,Amanda Lemos,0,12,21,30,42,3,5,0,0,478,Amanda Lemos vs. Iasmin Lucindo,Amanda Lemos,UFC 313: Pereira vs. Ankalaev,W,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/79f1c9f97d83ec83,3
UFC 313: Pereira vs. Ankalaev,Amanda Lemos vs. Iasmin Lucindo,Iasmin Lucindo,0,4,16,40,56,1,1,0,0,244,Amanda Lemos vs. Iasmin Lucindo,Iasmin Lucindo,UFC 313: Pereira vs. Ankalaev,L,Women's Strawweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Mike Bell 28 - 29.Sal D'amato 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/79f1c9f97d83ec83,3
UFC 313: Pereira vs. Ankalaev,King Green vs. Mauricio Ruffy,King Green,0,4,15,4,15,0,0,0,0,0,King Green vs. Mauricio Ruffy,King Green,UFC 313: Pereira vs. Ankalaev,L,Lightweight Bout,KO/TKO ,1,2:07,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At DistanceWheel kick,http://ufcstats.com/fight-details/231968c02cdfe65e,3
UFC 313: Pereira vs. Ankalaev,King Green vs. Mauricio Ruffy,Mauricio Ruffy,1,4,9,4,9,0,0,0,0,0,King Green vs. Mauricio Ruffy,Mauricio Ruffy,UFC 313: Pereira vs. Ankalaev,W,Lightweight Bout,KO/TKO ,1,2:07,3 Rnd (5-5-5),Chris Tognoni,Kick to Head At DistanceWheel kick,http://ufcstats.com/fight-details/231968c02cdfe65e,3
UFC 313: Pereira vs. Ankalaev,Joshua Van vs. Rei Tsuruya,Joshua Van,0,59,97,127,169,0,0,0,0,50,Joshua Van vs. Rei Tsuruya,Joshua Van,UFC 313: Pereira vs. Ankalaev,W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Ben Cartlidge 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/af3e43049bc86fe9,3
UFC 313: Pereira vs. Ankalaev,Joshua Van vs. Rei Tsuruya,Rei Tsuruya,0,32,84,47,104,4,21,0,0,229,Joshua Van vs. Rei Tsuruya,Rei Tsuruya,UFC 313: Pereira vs. Ankalaev,L,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30.Ben Cartlidge 27 - 30.Derek Cleary 27 - 30.,http://ufcstats.com/fight-details/af3e43049bc86fe9,3
UFC 313: Pereira vs. Ankalaev,Brunno Ferreira vs. Armen Petrosyan,Armen Petrosyan,0,46,83,47,84,0,0,0,0,0,Brunno Ferreira vs. Armen Petrosyan,Armen Petrosyan,UFC 313: Pereira vs. Ankalaev,L,Middleweight Bout,Submission ,2,4:27,3 Rnd (5-5-5),Mark Smith,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/e61cb905f6152183,3
UFC 313: Pereira vs. Ankalaev,Brunno Ferreira vs. Armen Petrosyan,Brunno Ferreira,0,27,56,31,63,2,7,1,0,72,Brunno Ferreira vs. Armen Petrosyan,Brunno Ferreira,UFC 313: Pereira vs. Ankalaev,W,Middleweight Bout,Submission ,2,4:27,3 Rnd (5-5-5),Mark Smith,Armbar From Bottom Guard ,http://ufcstats.com/fight-details/e61cb905f6152183,3
UFC 313: Pereira vs. Ankalaev,Alex Morono vs. Carlos Leal,Alex Morono,0,40,95,41,96,0,1,0,0,20,Alex Morono vs. Carlos Leal,Alex Morono,UFC 313: Pereira vs. Ankalaev,L,Welterweight Bout,KO/TKO ,1,4:16,3 Rnd (5-5-5),Keith Peterson,Punches to Head In Clinch ,http://ufcstats.com/fight-details/cab4937435d081d0,3
UFC 313: Pereira vs. Ankalaev,Alex Morono vs. Carlos Leal,Carlos Leal,0,79,120,81,123,0,0,0,0,3,Alex Morono vs. Carlos Leal,Carlos Leal,UFC 313: Pereira vs. Ankalaev,W,Welterweight Bout,KO/TKO ,1,4:16,3 Rnd (5-5-5),Keith Peterson,Punches to Head In Clinch ,http://ufcstats.com/fight-details/cab4937435d081d0,3
UFC 313: Pereira vs. Ankalaev,Mairon Santos vs. Francis Marshall,Francis Marshall,0,39,143,64,179,3,5,0,0,155,Mairon Santos vs. Francis Marshall,Francis Marshall,UFC 313: Pereira vs. Ankalaev,L,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 30 - 27.Chris Lee 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/19fe7177254802d1,3
UFC 313: Pereira vs. Ankalaev,Mairon Santos vs. Francis Marshall,Mairon Santos,0,58,129,78,154,0,1,0,0,2,Mairon Santos vs. Francis Marshall,Mairon Santos,UFC 313: Pereira vs. Ankalaev,W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 30 - 27.Chris Lee 28 - 29.David Lethaby 28 - 29.,http://ufcstats.com/fight-details/19fe7177254802d1,3
UFC 313: Pereira vs. Ankalaev,Djorden Santos vs. Ozzy Diaz,Djorden Santos,0,131,345,134,348,1,3,0,0,26,Djorden Santos vs. Ozzy Diaz,Djorden Santos,UFC 313: Pereira vs. Ankalaev,L,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/96c2f85b46e98e91,3
UFC 313: Pereira vs. Ankalaev,Djorden Santos vs. Ozzy Diaz,Ozzy Diaz,0,135,261,136,262,0,0,0,0,0,Djorden Santos vs. Ozzy Diaz,Ozzy Diaz,UFC 313: Pereira vs. Ankalaev,W,Middleweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/96c2f85b46e98e91,3
UFC Fight Night: Kape vs. Almabayev,Manel Kape vs. Asu Almabayev,Asu Almabayev,0,40,80,40,81,0,6,0,0,0,Manel Kape vs. Asu Almabayev,Asu Almabayev,UFC Fight Night: Kape vs. Almabayev,L,Flyweight Bout,KO/TKO ,3,2:16,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/9d8a37f130db13e5,3
UFC Fight Night: Kape vs. Almabayev,Manel Kape vs. Asu Almabayev,Manel Kape,0,61,115,62,119,0,1,0,0,29,Manel Kape vs. Asu Almabayev,Manel Kape,UFC Fight Night: Kape vs. Almabayev,W,Flyweight Bout,KO/TKO ,3,2:16,5 Rnd (5-5-5-5-5),Mike Beltran,Punches to Head At Distance ,http://ufcstats.com/fight-details/9d8a37f130db13e5,3
UFC Fight Night: Kape vs. Almabayev,Cody Brundage vs. Julian Marquez,Cody Brundage,1,44,79,68,106,0,1,0,0,48,Cody Brundage vs. Julian Marquez,Cody Brundage,UFC Fight Night: Kape vs. Almabayev,W,Middleweight Bout,KO/TKO ,1,4:45,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/6bdf0756fb57aced,3
UFC Fight Night: Kape vs. Almabayev,Cody Brundage vs. Julian Marquez,Julian Marquez,0,37,73,53,96,0,0,1,0,30,Cody Brundage vs. Julian Marquez,Julian Marquez,UFC Fight Night: Kape vs. Almabayev,L,Middleweight Bout,KO/TKO ,1,4:45,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/6bdf0756fb57aced,3
